order_status,total_orders
0af59dbe6e966baed8513b1093e7228b,196.11
0af7fa6075b712e4e90ee3b1ca759872,493.92
0af83a63def65b243f85cbb635e98b16,435.72
0af8a25fb0b6f833724bb5818275807b,189.18
0af90dc6248673cdc112c7ce66a7372c,259.01
0afd3fc9533b6a435dab3f0c2f591b8f,213.6
0b0290e3b438fc7f16a9b256a7409bfa,155.63
0b076ac974923c786bc7129abb43ee10,386.95
0b0da9c1d9e04738eb91f38cce9a0218,210.22
0b1112dc536e328e5ed2eddeed21b5de,208.42
0b15496cbc114f48fa133a72bb4ab7b1,191.79
0b16ce67087d02bf833c807e82b1992b,3358.24
0b171140ee2baf7b6039c45ee04d8abf,187.43
0b174050b751d2fad395123bd2a23568,173.38
0b17547070772a7ce777870c5aefd09a,685.7
0b18d4eda847aa4c48550e26283c5675,348.8
0b1b2bec0274b05ba3d6773573b286e6,378.88
0b1cfa043d7b3c657583172cfdcfee59,355.48
0b240c246a1a3eceb71f40a707cc23c9,161.02
0b27725e97cb4b6100a8a01b288cead5,247.68
0b27c03a0e52a22dac95ab11d810cbd8,1157.19
0b298086e30348fd0f51d04485f4a876,420.18
0b2bbe8811e7f1cb2b3e25c95d276116,504.11
0b312ed4cd3253176725070e0567b01f,175.99
0b325ef40af7bb04108befbdcc9b224c,235.71
0b337ab429c8299074ace7216c267887,216.4
0b34456a261dcc179512d6652e8cb276,283.34
0b39d705dbfe16398432a7a048591853,175.82
0b3a3c105d2d5b981fcf34c111fb18a4,175.16
0b3c2ca66f7847699dba330aeaa70690,158.07
0b43997a4269e8d2aad0a3a3b05e3bb4,158.52
0b4442cad8eab4b19f6f4bd2132846a0,183.73
0b4655859a571e68c65fdd20ba7777d6,215.98
0b47ec0351108af80246d8f74b65d63a,820.25
0b4871c8b01354102ca66dbf3bb8fa62,444.25
0b4b8bc586fb783756c6319409b476c9,487.5
0b4e456c57095f6f805c6f0774fb79f4,190.98
0b5065817c2e406c9d9416fd353330d4,212.88
0b50844de62819a161d73310474dcef9,416.54
0b524da779a488d1550b3e717bfe03d5,369.6
0b55a7a7e7a10bc49daeb902156bf22e,193.99
0b59665de8b9b2f0a3dd51fd1466300a,327.05
0b5ba46cf03cfbe33cb831c793b78614,632.74
0b5e596d717bd970cd5b3c5855ff3c6a,259.94
0b5ed41783e17d8e75af1284dff5b43d,317.31
0b6131ef78d7b110b236c4e98bf65fd9,215.01
0b625a2816bc92763dff9538ee30414a,448.51
0b654c00a7c2ec822f72fb88fb0510f2,346.88
0b65a4d0707c6168a14491999220a2bc,763.23
0b66eb99b1af5a704c8bb97390d2ea76,174.89
0b6707dd98b94c2db232fc406ceb9077,225.59
0b683a7e42b6c883d715590590b5f986,279.17
0b693c62802016ff7a09113efce583ba,243.57
0b698fd84ad40923ed1c5ca93965ab4b,161.42
0b6a3d281b126b6fecdae5352da24cac,228.88
0b6c7af97ae369ddab1fec6d5d29afc3,1025.24
0b70631e89b09a3dc8acc7d20d595b18,1052.36
0b712b6da4fc29dee43125037bead5fb,193.6
0b735f09f901e6fd1903f1e76b4269e6,196.52
0b7406034474b610ba8efec701338267,254.84
0b740973d0afec9625bbd885a48c9faf,184.09
0b749bca20d46dd7bcdd5a94fe54117e,862.08
0b79a7d7a6df52a649be6d91cf310590,234.46
0b7b4c39c3d3a8846ea809fd5afbc1b1,160.54
0b7d82e753f361401ca599732423ae82,216.64
0b7fc1bb205ec431fb3f60ce4960393f,190.99
0b813ddf68690d0aca83a20391ec4a19,227.73
0b81ea8d0894eebe6bd8e8618d3ad548,172.62
0b8235b65e5edc54a726c674bf16661f,326.6
0b82ef8137cfb5f47ebcc41131c03663,252.26
0b83af8e524bbb2aa83ba090f5be21ff,202.08
0b859d5b44d9d4882ace2e2dc93cc213,157.32
0b85fe0f29638fecccbd53288d8cf0f7,163.79
0b86a8c0b1664d2b4e10efbd1321f889,426.91
0b873e99a8f0f2b3432d1678dc3fd2a0,1902.55
0b87eea12c9bc8ae36b6e4c551f4770e,168.2
0b8c055126a79bb506c592eea2ddb8eb,327.9
0b8cdab5bb179a572e61e283fe394cf5,255.0
0b8d2ad15128237bd3cd846b803da9b0,164.27
0b8eb01b2a378b535126bdf817eb1761,263.9
0b8f3578fcafc95887db21db6e68a9f1,156.76
0b918f630623783e295db67659372d23,155.82
0b921366e6cdd4a5fa81782d1e9e2de4,649.86
0b9381d1a69372ad15c2ea03f69d3413,489.98
0b938c5c0b785c5c10dc10a2f5d65783,229.24
0b95c7c3e55a8aa954c1134686674215,192.83
0b979f50eddf18236ac7b2174d4e9d00,455.04
0b990a3550b758bda642b10c7ff76cf0,163.69
0b9a169354c3525fe15c74baee76fcbc,378.09
0b9d93134b0eda9363dbda36958aa6f4,211.89
0b9e99e458210e5c7417a8bd7166ad48,395.58
0ba1ff31fe01eb904f59628c2e2fbbc7,244.81
0ba31c6990ca00aca5d0818cd491013c,292.96
0ba3ac8dad569436d0c77de79c102b01,231.12
0bb1f312072d547381118b5dc196c1e3,164.55
0bb2df81f240ddaa795107ec087ca5c1,374.52
0bb40a0d7f0a7d3380f5543254ee0dbc,177.18
0bb4158d2611514ebcf615f2565d34fb,1046.56
0bb79aff5bf618a6f3bf91fd9049b9d8,159.99
0bba96d74b097f702d796d016ea4891b,158.14
0bbb36dcf7fa22399f3ca7ec6f22e077,212.73
0bbd5833a02f8f7aae1c7692bfe25320,155.93
0bc2b5ce8a4431c1888f01afcb9b3000,188.94
0bc333635d01d085aaf8c0c71dc9e4d0,205.87
0bc5c0312057328e72e35cead3ee0db7,169.64
0bc92ea0f454d4bce3665b5716cfa58d,1628.6
0bcc6ae89ebd572cfccf2dd35a46987a,366.19
0bcefb6bd3a890ffc5ef5f2573cee9a0,454.19
0bd00959bda7d317449b8ae1749225be,173.82
0bd2dd26ea71e853a5c95cf31a7a9c8d,197.64
0bd4b2650d06ce9880370c6b5e4ff2b6,192.0
0bd4cdb624200c39410664ca45d4ce25,224.78
0bd51eff36516c236f8eebce83579c43,448.39
0bd601a41ab5cd6262b57cbb2bcf0f2e,551.15
0bd6589cc150d21213487c73a45b7d3f,230.74
0bd8656da445cf7cf9f59a2fa41f9e91,209.11
0bd97783f923de852985314ab0ef2f53,465.23
0bdaa2e4eb24874165d8a289092f7407,162.79
0bdaf62bf3211420cb25a16386b56801,217.52
0bdb2764e5b4a297f0d500d8458c8593,228.86
0bdb856d27087ad9c34ebc3335ace6c1,223.11
0bdb9c395e2e8642bd9a303c4e2725c0,180.8
0bdc7d7710cc0598046e4134d8a6af75,211.73
0be04a8ef16bc25b5dc43d6077d9f87d,478.33
0be2b81be62adccc0f01bd6dffb0dad4,158.98
0be39985ec47a13a76f780957f516a6c,171.0
0be3b3c1bd5eb9d58a57b0bda7d72ec2,214.14
0be97ebc9313a86e02d3b7cdd7e5f1a6,459.63
0beac38aa6cad393f933d71c2a4758b6,196.72
0beba8a16f9047a73075e82b17892256,458.31
0bed3cc69787fd4be8e3dcd07c3bb611,571.85
0bee1a6846b1292a8a44f283aa013338,292.37
0bf1cd44cdc21a2be05e1917aa554f0d,171.0
0bf3dc9afa5fae5365b7bf3f44904704,165.96
0bf5096392485d6f11ba8db5224e73a7,191.54
0bf752a3e1a9a91859d9760834a75acb,167.29
0bf8a653959904db413cc2f379facfaf,304.05
0bfa1bc373e0b5b09842638f464bd547,347.79
0bfb2fed550e74483522a6712b69b7f2,218.36
0bfc3cc0012bf277dce70f42fad57b95,248.36
0bfe07b61bfee66e26439b13efc8ea89,237.0
0bfea02831694ac939ae7d1ad14287b6,164.46
0c03226afa90f20094fccdafcc422e62,786.82
0c03bb1318921424fbd501cf9072bf89,175.11
0c03fefc7ed9571281380ababffe4e6a,289.57
0c0466693c8e3f6f3c37044a0cf15447,178.67
0c08fe96c0e03914e28fb8678c66983c,235.41
0c09a5955ceae2f951a26b5f0f562c84,1049.53
0c09b433fb049996631021002c9cd554,177.25
0c0a6ca52091617f1f287b4565b8ff0f,345.4
0c0bf0fde3d95689bc2241cf6d107032,217.36
0c0c378a0c0fbd00be4ea9cae4dd36ad,599.05
0c0cff01107d9555110f6a6f0df65dd6,464.05
0c1095f12f17b8a8814c3b52b94084b8,155.63
0c155574f4f4d27594dbdd37731a6ecb,578.82
0c15d66c29d5caa12e5da17d1e5e6077,205.43
0c184ac73648d0a5017faf2430636ad3,195.51
0c19a1c2402dd9f603b519f1686b9e80,288.31
0c1a18f3a66287a0088e541e9df09e51,179.12
0c1afa15fb6abdf5203bfdc005ececed,416.56
0c1ce3452644c2df44c0162383acdd45,336.99
0c1ce64a6c962bfba2c87a6515b0be91,225.31
0c1d9404907345641777e5dbf8062c09,196.5
0c1e0458ba5d882b1b85cf1b80528ef3,735.85
0c1faf0b5e24b7a0c450332dba9a9324,277.68
0c21e6ca6ea55cba835f883bb68350c8,212.86
0c2454abafe19b2fed0ffb128f23aa63,256.43
0c2473e5a7533f687f8e6aa29efbdc7d,424.04
0c24eb9748620ef4c1a57fbcb77f5ff6,704.32
0c2c4e24715435524ad8df79a4ff9c39,492.08
0c2d410b960c5762f9c574cf779cbc02,180.32
0c2e7db0f28a375d8906d916eddbbaae,195.12
0c2f74f093d807cf61e0efa724e6978e,167.69
0c3060b6e196ea68986b130a86c8ea08,1325.44
0c322573ba503cd7e758af29de300dc3,504.51
0c32394f859ee81240ce97610eb2b6af,166.81
0c32da3090365f1c34eaa407bd52778a,204.17
0c38911b449adfaaf4c34c0f28daec66,220.58
0c3a2d52180381fae19478346cfeff76,203.34
0c3abed07592371aae8849458ab83360,164.79
0c3c9fbd68d650006c7eef90d8d1f37c,169.49
0c3dd62fda9b8c9acd32576cdb189057,528.62
0c3dfc99f2187c03f0e115be04ab0d72,165.98
0c3e6bbb4d61582f912d3acb1adb8981,197.49
0c3f1f9eb96b95c93273ec13bc77bf94,178.74
0c3f40c66cabb9f44ca7431b719f37b0,225.03
0c40a723722c34bc40d254a110efb3cf,396.9
0c42229f9ebb31ce346a983185d7743a,192.28
0c428325a6e5827165ead35a82e51f27,285.79
0c43610fd930ed4eee8f18b6a89a1755,159.86
0c47b248d221de2c26aa1f823e15264c,184.03
0c493327ccf5fa774963c070600fbbb2,506.29
0c4a0b8d4ec522828d3c1cb06797222d,162.03
0c4aa71dee29939b7e8c95cf38265ab8,397.02
0c4adbfa83c66d1e8272bddaa6574356,220.89
0c4d8a4392b18fe20a9a5f0a9189e0e7,164.29
0c514e0396feddf312e4522c38c22247,162.64
0c5292f5e3690805390efddf53935915,2626.07
0c5609d2ffeb93f99526462c979f5310,397.3
0c562074c5f964adc5bcfa39d647a834,196.88
0c58662653c40d0aec41ff36c511c0e1,962.31
0c5bc9b483fd56c74379ef5d96bfe494,364.99
0c5ce79848f718f81dec0ee02829d074,162.1
0c5e68cf2c4cc1d8caee6a12ac6e1d58,280.95
0c5eb0e9e15cf4e836c7188ece714fcc,329.0
0c5f776f27bd2e3d271019993998b0d7,238.76
0c5fac92d05500d45585d4a0ea36eea2,214.14
0c61c4ef63f4af3d1947ae372c5eb9c7,198.72
0c63b4438ff050942153aaa4c19ad1d3,297.91
0c63c9530d251ecd4dcb350537e9ed6f,517.15
0c6402878bcf4a5a361d9008210101d4,155.73
0c65732c3188ecbb459118b999d18813,882.0
0c65e9ad8407c5104f5a8b48dd3d737a,178.9
0c65fbd1cc7175466e1bfd6d0978157b,324.94
0c6d5aa201afc2ff4a43742e850fc3d4,155.03
0c72632077a893989155f0507aed5927,211.92
0c73d3ffa5eda2d98e6f4474a8e610b0,234.46
0c74ae4dc7cfc64d2850f5c612bf9411,761.82
0c792d32a3251b4f69dae8646dfbedbc,2039.2
0c7a95280b3f80eadd81c829e093dbec,297.2
0c7b9210b550cd224cda4f815573fc56,191.58
0c7bb23d01c5c4c485b8967dbacb97b1,765.78
0c7c88c4e8d60c782527fa7bb1a669cd,293.25
0c7e5a2123d793a5b2059cca7f650dc8,351.33
0c80462b4eb06515209f3ebd6b6660e5,279.17
0c807ffdeff9540b5a33d0fbcaaf07e0,408.49
0c8245c152ff3c334a3e64f49f7bc33c,167.92
0c828b1b8e436e8a4bbc26e8debd2895,183.85
0c848f157605bb2142c5ebea60f348e2,257.21
0c84917730287c0b7fd7fb02a8389a9c,465.48
0c851ae2a8765037fce6c6482ce93c8b,202.06
0c872574e7c056c66a52c59cc9586883,403.94
0c874ea1ad6b13fb0eb47582136b6b17,155.73
0c899011c2b518fac4cf807a57f4fd7f,225.14
0c89a9e6294064d33266e47d26e79f15,164.66
0c8acd798290a82a8dbdebccdee32859,184.26
0c8d2c8d7de4b3bbb87eb8475d964252,438.52
0c8d6bbc798f3be3f8a28272dc070fc7,366.65
0c8fca0ebf003ce1352d04675da28d70,318.34
0c90e2e49b87f3b84262ad7f6f7b11af,180.49
0c920439841ba80f7c336fca333837fc,456.33
0c94220b129baa8396dd8d3d11aaa012,273.47
0c958dd9059fdd562462f4268f573fbb,178.2
0c9712bf6ecf766c8e85d92f7991eb54,338.96
0c9be1ec8a88da24743626fd0384ff46,154.99
0c9fdc5b4e2b1d8d52de981dd05d7222,154.42
0ca1fee2b0a940d345f188b63061bae7,176.33
0ca32b1a389a605851fe2da8b0e2420f,426.96
0ca483f116807018eaa073ff9ad84246,307.18
0ca4bbdbec6605e739a455a86c28e158,219.0
0ca895968ec8e786ad4dae4a41f019ae,251.69
0ca908d0f8c65e51340cf28d99485d2d,206.34
0ca98ea9ff99ae186116cee125f1d16f,225.22
0cae7459bca371e0607a9c1580c6dfed,183.74
0cb3c058486712c7b9b00675fc04b402,603.52
0cb626f6bb027482159790ab08643c1b,154.47
0cb635404b8b41e8351ae5578711143b,201.04
0cb9c2acb9820a501aa35c2209108cbb,175.21
0cbab479f583876bf94810bb85aca618,164.45
0cbce6934c79d9c012e64ce1daad6750,229.65
0cbd081962a78ce40305137da0c39b13,474.37
0cbe168a97e6c609efc3b68817fcc92f,154.8
0cc0541e7a0d369f4c5c164695166802,189.86
0ccce07336490a0be9bbcc78b70ff35b,189.37
0cd004313277890ddd43f33d5b81a266,692.22
0cd029b854c225cdd97287e26e3369b6,272.32
0cd37b96e1f5c5d8152914365a58ba0a,163.22
0cd43fdae479c385b043dcbe71f99bbf,319.66
0cd67820f456209bfe3d280797e577d6,234.39
0cd6b3508de5b154bb090ec5d3b341e2,210.6
0cec3ce8269e3f3a60be6d6dcf05e567,256.43
0cf2bd9833f4939265bd7fdb91a3f520,411.21
0cf44a827f1bda40bb968f6c0393aec8,271.29
0cf598c859665ba5b58f27857d26f5e8,613.84
0cf6af50873c8ab4f2f4d4279c144860,236.46
0cf6be58a1fa3bec5e5e3d20d43c6d2e,209.78
0cf926baf656a5dd581dd4d8888745f0,232.39
0cfaa39c9decea286fe63edb1cf51507,193.5
0cfd6c91e5bb5b7ec6be6d7e793d20e1,939.11
0cfdcf557ac3190fe1a6d0cf88027b2f,446.3
0cfe7792c4a6d243bbd920c0d71a9c46,157.22
0d0157836ae407f0f9e6d9a512694973,212.59
0d0590bc20e9fd71eb9d0eb72ea7329a,526.3
0d05af7e5a21aa81bdc60f6cb6ae91cf,580.3
0d07d0a588caf93cc66b7a8aff86d2fe,333.62
0d084e109d08dc18e40858b407ce7c6b,714.35
0d085f8ec7d2e0ab26856ca2a14955f2,221.64
0d08ac02306e9499991c9d47a434c68d,169.75
0d0a49286a8610cff0b0ca481ac5d14b,271.83
0d0c904a1e7578972a0064a89e21eb9c,297.58
0d0ce626603ca795728958e76c79785e,162.75
0d0ee03c8b494f3343e61156cd13738a,175.96
0d0f6b38e873757a949a9c3624b21a93,371.05
0d10a0cda45ad0f4447a6dba4390b09d,156.53
0d14d28bc941474750feb2e030e54460,290.66
0d15109f485330cb77c3721039e60cdd,1038.9
0d15ea6b8e1e301c1d2a67efd409514e,718.77
0d15ed47c04aa30a0a5911c8ac2290da,178.27
0d161cbc6e76ebb664969c45a8ef1862,499.52
0d16bb7bd7c4cb2b20965e3ae4ba43e8,240.03
0d1912e9daa6b43f89d5ef6810d6e3f7,729.3
0d1b3897d00258d347dcd93a43924123,548.31
0d1c2dc5009dfaf9722bc97439e6d82b,186.49
0d1d140a2eba714646e5412bb9ffe112,178.59
0d1e03686af173cf4faca7f25bcd822c,1005.43
0d1f1e7ff1445f97f5cef1e3c059e7ce,206.08
0d20ad8f0098cd1440432c4b56c0d569,299.96
0d231180261545b94c266d436ae206c0,263.47
0d24fa93132859e352e09be4add9f523,159.31
0d254ca5e31c93f075a64202bb785bd9,616.5
0d29b43096b135fb39b1fb2e6bc1c2a0,158.21
0d2ff29c36a65d389738620aa2f4e145,579.78
0d322d00e59c4e1f3487753c793d89a8,425.79
0d3366a481bf8be969c8153f8d97b7ca,162.89
0d34797f478a608695b3635dfaf86733,375.73
0d34dca8c8a02afc52be8689c8774af6,310.65
0d367d7f8df89442fd5fe0e74d3e26d7,231.62
0d3740ed03979ba91a9cb4eb6300dd49,373.17
0d3be98fd17e4f6b118f90a23637c4c8,169.05
0d3ef975f64f9faa709568c6b48b5f97,896.24
0d3fd248b9091835bed29763f4eca9b8,198.59
0d3fdbd4697ff7426b3d0fbebafa60c1,222.2
0d411936b4da908edc171b0ab99589c5,449.49
0d443e5f5c30261d76551bd8f689a8a7,163.79
0d467715e924fa694838cd2fdf73658d,388.96
0d46b5f4d5aad845679221aa951bde39,179.26
0d47b685e9e483c338f38fac97429145,208.88
0d4b78e7e121e21dbdf23cf165fea19b,230.73
0d4f08a71e7d520c9422cccaeeebebc0,157.36
0d4f50463ad5e8dc3e4471cd7957eed3,179.04
0d50229d0a7136cf545013bb7ec32f1c,166.46
0d50609a16197a4158052601ce51d830,216.14
0d51b66355960ac7993febfc3755e876,343.71
0d547bb38359b0d6a8b6eaacf2905aab,253.23
0d554604c3b40dee69eca5c62176f905,1023.72
0d57495768b1e3e56d813d71b24fbc4d,210.42
0d59903fdd01cbd6f347f8f41da985aa,367.2
0d5ad5130aba65dee9bb68e0496c37aa,179.22
0d5e5bd2273df8e099aab124c278fa6d,171.53
0d61067906824e48b86d1e9c3aa7e62f,212.0
0d647c9d0665a42436b1286bce3163e6,361.89
0d6541fbb2e3cbc0258137317ce89e4d,248.36
0d690774ebd4f0ef28e766685ee29d87,159.02
0d69941467fde10cc9b9f114ef301c77,364.78
0d6d2c90ade77f539cef9aa4f28dc45f,275.56
0d6dfc6e464d9f10db213e8b1898e4b1,207.24
0d708e354668577599a4ec73b3b27679,165.37
0d75ef58179150916ba5ad00a97c6e91,431.46
0d772db64a20cbf2f1bea1c6682b29d0,170.0
0d7913ebe7c29fc63f3f613d6ae604f9,222.64
0d7b6a46b67046fa56193773a361e7ac,702.48
0d801865cd313be33b1ffdfac6b41936,217.64
0d810a6e368123cbfa379829fa577fa5,335.04
0d8111a81ce6ed7cb969e28a01392f63,288.88
0d81cdd5209a30ae17750f9a7510f745,232.08
0d82d1ebd453d1f27f89f3999edda575,376.76
0d83c016121c7c84866901d7c29676a3,169.18
0d861a5e4dd6a9079d89e1330848f0ab,1157.28
0d874ad5018bc2c80f0c916203e328be,366.18
0d8c2b410b5954297eb4323ad13db551,220.8
0d8cb40fe23920b0a6078753a31bb617,164.12
0d905e1817d82fd46e645ec95449cc50,298.83
0d9078a58e9b0292d4304f64ffa945c6,200.77
0d926ad8cf82ecb9c3dc17bfedb9ae92,222.09
0d93527d9551032ab52843b5011b1073,842.96
0d93e3fecae11d6f2348610c93841603,387.77
0d93f21f3e8543a9d0d8ece01561f5b2,441.72
0d9c1897b75f4e73a36afd8a0a622f7f,224.74
0d9c4b5c91997a61af84d12d72e91fc7,166.04
0d9eb1c3a4d6a109a54ae0ea510d2c8e,217.66
0d9eca4e834f2d5266531df950fcb6b8,167.29
0d9ee625108522d1dccc18f89d57ade6,639.77
0d9ffbcdfc8f12c97fa5f1e669eb03a5,197.01
0da23baa8866f63cd877a5c1e231f346,240.82
0da511c15dd976bb8df4ece33cfc38dc,188.38
0da6c4c584cd72612e829dcade815e57,193.47
0daca68a2af35dd70f8441250be50c6e,322.19
0db3d540da7eb431e5c5969fca57ca07,380.2
0db624494bc34733faf2f68bc0384e0d,377.17
0db6ca6d0557c5b2358816e1ed450384,253.65
0dbb188dd63b9205f0f61bdf16619f4a,172.92
0dbfdb203a06e44a110c7eb98a4ca78a,230.66
0dc06ef8da1acc3b8d98b0b019335e0c,346.81
0dc132dd6a84ba32be100a29704baa6b,559.85
0dc19211283195b22b2c945bd5b0acd7,168.57
0dc30fe0f8e3ce6df4c628ca41654fd9,182.94
0dc4b36ad91ad58ad99d1b882176c7d5,316.35
0dc7871245a2049358cfa65402287376,367.63
0dc788e30451d4766e5563f1686d9fc5,485.23
0dc8040ac9937fc813da59b9542f6651,178.27
0dc854e2d960e065785a2725be47c82e,173.84
0dc8607bd2a9e3ba0f6f779a34fd8f1b,1830.12
0dcb15a53acff7313554506cdf66b6ae,192.74
0dcc5ef57fa1ced9eefd67ddff8d4cb3,297.26
0dcc7b618e4ad88337034f01e2255953,205.18
0dcd9c0288e566a80542ac0834dd7c42,289.42
0dd059e02831e97c8e5b1895a62eb290,199.52
0dd1f72afc88c72c23c9d0889c374d49,160.53
0dd483b51c6190c96232df15157970ad,500.85
0dd70915d5f46c4cf8afce382e0b5b86,204.08
0dd7789ac6fdf88372827ea3f88b4395,165.71
0dd884f71795de2277b374e5714f7102,257.79
0ddb903f8377694b51104823502d3c48,207.76
0ddced8bd93128a018d52ee7d32bfa2e,193.02
0ddd4e372a303683e410887a30e45d0b,381.9
0de2b9f7ad57e55cd92ba2d0a9585e49,408.09
0de81b04e35176808cda689cb88bd263,192.22
0debfbe6eb17e95af641df3e543d5959,163.38
0df0cc2d605e76a1560ce617738b096d,156.51
0df0d96998ff63a976f5ef546accdc84,741.3
0df19a6654aeb18d2951d9e08ce18145,389.01
0df33b409cd66353c380327afa092214,223.36
0df3d5778dbd8d8aab957be806bb9be0,176.65
0df4d0f2511dcb498b5042e9c9734d78,175.18
0dfd0d69ff0b50c8dc4d6b7a5619dcef,222.8
0dfe857890cd60cb917b69f809cb57f8,239.42
0e02bdf960198a4a18cde1eb87c230b3,277.25
0e030dda2e8d63beb191f52346ac0fbe,182.81
0e04a0d0de3a7dd87a6d7a2931525f3b,193.98
0e067883aba51911dac5fe2248847c8b,381.88
0e068d477b784dc327ce26836411eb00,225.01
0e077e2c9e518b1443382b33e00ba95c,157.3
0e07a801a6729369c02b88f4d38388cb,327.25
0e0baf7742b23bc2ca9d12425f4d5928,173.84
0e0be5d9e1789c55463f4366acde4d2e,864.6
0e0d18a70d896c2a08f19fd48891dc48,569.16
0e17f21d1c39581137b6cbc8d14bea37,155.05
0e18570c0046b7b3686ce9a4164ae121,216.82
0e1b17d09c043febb1b71ade300fc357,181.62
0e1c72b69b4c8f473de3b34712a15a76,156.92
0e1cf9332ab9b502f469458da2a5e7e9,166.59
0e1f0feb7a225bb2d8780b3ea5087297,526.11
0e1f1e73c7d0c1e639b2b56fae48cfa3,218.74
0e1fe033ad8a4dc4912bd1910d391e7a,186.6
0e240f6e253b7d7646700ce3b28fe413,441.05
0e24c21be3703d83ec0cccc0a4128d03,274.71
0e2552774c1ffb9be624567c5b4dfe76,194.12
0e25751aed3867969ec7663ecaf9f9e9,206.95
0e266470a9aa5b96f4bb26e095ea7d2e,175.08
0e27562cb35ddcd081de10400d14b38b,174.43
0e2bc55ac731bfc3a774302c26a156f8,625.24
0e2e92dd6517cdbf1de8261977b9af04,163.79
0e30af8bf23d84290b2ed4333ea7e56c,233.42
0e31c22ff407d2335ed90ee7ad12f2ec,254.01
0e32e68dc972a0647c0b50affe1f6f5f,162.41
0e35139ae7579cd29b171f419e64e40e,163.84
0e369984255ebae345028d4858c3877c,217.29
0e37bb448c582d68bb726f589606454e,767.33
0e3ab8ca2f217ac576613e69840d25ab,166.67
0e3b2ecc8d50d0c212672aa10520e74c,156.64
0e412c4ec24391b80003616b950bd7ed,644.54
0e412f1b10cc95f4ab840edd052b51c5,209.0
0e44a2576bb7c61c931ec4db9f5db5ce,249.7
0e46bd5beb3defb22a0fb42dacf5a37d,522.89
0e48cc6ff4697cd603cd84a57d3732d4,190.88
0e4fd4d8d6afeecc119bb53e5b119169,176.38
0e50c6c7561c15b7879e4673e876fae3,161.65
0e573a1ab586da9a67c1589a2c95a4b4,562.25
0e5a48a44a1fe17dc499eac5a8a72306,162.79
0e5efb825769ee00937205f7592cc160,205.29
0e620b2e35b839f1e372e03afd6bd9ab,171.88
0e63522224dc7d760139532f17a3634f,227.9
0e64243e3c9e75223f747566587f40dd,657.56
0e6b3f03fc1d953048dcfc22be4282db,154.33
0e6dc68c45be8a533f75d733eeaaad1f,159.6
0e708437e125673358d0d0143b692131,219.38
0e7292b365653509f4f2f1953fdd2ced,354.08
0e72af1dbf7a7c521b03af207c03d86d,195.86
0e72c3dc4b08b7685316c370742511e3,220.34
0e72c974940e1711c77d62de89ab0083,294.54
0e7433ba0aa979efa04779bc77e8bfec,159.41
0e747b71e41262f6648648e1f7799d80,158.79
0e7697ddfe20700b6a6bbc3394de3db2,215.14
0e7728da0deb73f150ac54bb55a2356e,1730.04
0e7729dea48a3e8539f24d888cfe3c69,377.39
0e772d9e02b17408e716f35cd1dcc222,206.36
0e7c0d06d15100fa1e3316a135861e66,266.89
0e7c1297b25050b5f624ff53aa5e8c7e,197.48
0e8332eff7b8fa0210bf0350bd2fd5d3,836.59
0e842b1aae47b4579c8495a93fe0aae6,667.88
0e87a2a2e9346a2cf775f81c0d9ca9bb,328.82
0e8a0778316431f599840793feaf829c,196.68
0e8aaa6517ca0b989a2df53396f879a3,359.11
0e8ada3654b94e0d569b44233db3c9dc,195.92
0e8b055d3ccba0579aec511d1077dab3,177.59
0e8be41ec287f1d9753fa200dd8741c4,400.18
0e8d765796aac54580fe7f1a3a6c5e86,193.84
0e8e2f7bf1242ec3421144a8c8c5128e,215.05
0e8f3042296ebd7f20095ce2fe09945f,576.55
0e93b56d7f4e6ed8fce31e560d034421,165.24
0e97ad6542c12412f0324dd07cb0daed,160.07
0e9cf72e31c1e9a33112db12a2e5c436,554.1
0ea55f51279af1244c938482fb2eb488,159.75
0ea66986b3704c6a5212c9327cb5a27c,187.75
0ea67385838ca5b2819a5422c7004a40,175.86
0ea688ce531f269e58b0e4a9e81a16a6,410.93
0ea7708758e7164bb0448c06d7560b95,181.19
0eaa15d07cfcaec9478c1f26008a939f,255.52
0eab5c860fac0aff7a9ef8f11deced68,177.48
0ead7340511a999b040e9d1726a72191,234.39
0eb17fc0fd65d49a0946e9af2107afcc,160.8
0eb1ae7642d2e060ff0a1f063b05afdb,284.04
0eb2609516b927fa417f07ad4aa38fc7,311.1
0eb276141ccbc51b37f4c1baa5924438,286.18
0eb44e1c1af5c72ed712162d28dc13f1,819.47
0eb60b1db49f6b8b063fe03c44daa664,432.54
0eb95372a58d93d987ae574866f866c8,234.46
0eb9ab145cd874dd2cd5053dc6f6909e,296.12
0ec177ccd4e189f07a265e98ee1abe0f,195.88
0ec60d83bb2743741cbb96d398a0e505,157.22
0ec772ec9c9b8134fbdecec2ff589336,291.43
0ec94dc37e4e44d1b7a9eddf4a8a3da9,814.3
0ecbac9608e740d7d0a60756a0c4e8f1,187.1
0ece24df71f85f723dfd3497d309a2e1,184.03
0ed2f7ce08b2235873925c3f72ef4c55,295.72
0ed3394970c378e9243c2b7fb8efa496,182.11
0ed54de90ee8d3e1921c857d6a8d0cd3,638.51
0ed5a576ad6a0847595937434ef7c0d2,163.39
0edba6ec24c2864c865aa7330cf297dc,267.41
0edc831063e713610ad25d10ffb74848,1394.77
0edf76acf81689f330973dd29c6e2093,200.35
0ee225c7d86cc69c69f5ba43f36a3696,381.59
0ee9116e24841febd9a2debcd75cdfa0,166.62
